产品参考编码,产品/名称,产品/SKU 优先级,计量单位,包装数量,位置,位置/位置名称,可用数量,预留数量,数量,库位类型,长（cm),宽(cm),高(cm),状态,仓库,货架,位置.1,层数,在手
,,,,,,A014950,,,,存货位,135.0,90.0,120.0,可用,A,1.0,49.0,50.0,
,,,,,,A015000,,,,存货位,135.0,90.0,160.0,可用,A,1.0,50.0,0.0,
,,,,,,A015010,,,,存货位,135.0,90.0,160.0,可用,A,1.0,50.0,10.0,
,,,,,,A015020,,,,存货位,135.0,90.0,160.0,可用,A,1.0,50.0,20.0,
,,,,,,A015030,,,,存货位,135.0,90.0,120.0,可用,A,1.0,50.0,30.0,
,,,,,,A015040,,,,存货位,135.0,90.0,120.0,可用,A,1.0,50.0,40.0,
,,,,,,A015050,,,,存货位,135.0,90.0,120.0,可用,A,1.0,50.0,50.0,
,,,,,,A015100,,,,存货位,135.0,90.0,160.0,可用,A,1.0,51.0,0.0,
,,,,,,A015110,,,,存货位,135.0,90.0,160.0,可用,A,1.0,51.0,10.0,
,,,,,,A015120,,,,存货位,135.0,90.0,160.0,可用,A,1.0,51.0,20.0,
,,,,,,A015130,,,,存货位,135.0,90.0,120.0,可用,A,1.0,51.0,30.0,
,,,,,,A015140,,,,存货位,135.0,90.0,120.0,可用,A,1.0,51.0,40.0,
,,,,,,A015150,,,,存货位,135.0,90.0,120.0,可用,A,1.0,51.0,50.0,
,,,,,,A015200,,,,存货位,135.0,90.0,160.0,可用,A,1.0,52.0,0.0,
,,,,,,A015210,,,,存货位,135.0,90.0,160.0,可用,A,1.0,52.0,10.0,
,,,,,,A015220,,,,存货位,135.0,90.0,160.0,可用,A,1.0,52.0,20.0,
,,,,,,A015230,,,,存货位,135.0,90.0,120.0,可用,A,1.0,52.0,30.0,
,,,,,,A015240,,,,存货位,135.0,90.0,120.0,可用,A,1.0,52.0,40.0,
,,,,,,A015250,,,,存货位,135.0,90.0,120.0,可用,A,1.0,52.0,50.0,
,,,,,,A015300,,,,存货位,135.0,90.0,160.0,可用,A,1.0,53.0,0.0,
,,,,,,A015310,,,,存货位,135.0,90.0,160.0,可用,A,1.0,53.0,10.0,
,,,,,,A015320,,,,存货位,135.0,90.0,160.0,可用,A,1.0,53.0,20.0,
,,,,,,A015330,,,,存货位,135.0,90.0,120.0,可用,A,1.0,53.0,30.0,
,,,,,,A015340,,,,存货位,135.0,90.0,120.0,可用,A,1.0,53.0,40.0,
,,,,,,A015350,,,,存货位,135.0,90.0,120.0,可用,A,1.0,53.0,50.0,
,,,,,,A015400,,,,存货位,135.0,90.0,160.0,可用,A,1.0,54.0,0.0,
,,,,,,A015410,,,,存货位,135.0,90.0,160.0,可用,A,1.0,54.0,10.0,
,,,,,,A015420,,,,存货位,135.0,90.0,160.0,可用,A,1.0,54.0,20.0,
,,,,,,A015430,,,,存货位,135.0,90.0,120.0,可用,A,1.0,54.0,30.0,
,,,,,,A015440,,,,存货位,135.0,90.0,120.0,可用,A,1.0,54.0,40.0,
,,,,,,A015450,,,,存货位,135.0,90.0,120.0,可用,A,1.0,54.0,50.0,
,,,,,,A015500,,,,存货位,135.0,90.0,160.0,可用,A,1.0,55.0,0.0,
,,,,,,A015510,,,,存货位,135.0,90.0,160.0,可用,A,1.0,55.0,10.0,
,,,,,,A015520,,,,存货位,135.0,90.0,160.0,可用,A,1.0,55.0,20.0,
,,,,,,A015530,,,,存货位,135.0,90.0,120.0,可用,A,1.0,55.0,30.0,
,,,,,,A015540,,,,存货位,135.0,90.0,120.0,可用,A,1.0,55.0,40.0,
,,,,,,A015550,,,,存货位,135.0,90.0,120.0,可用,A,1.0,55.0,50.0,
,,,,,,A015600,,,,存货位,135.0,90.0,160.0,可用,A,1.0,56.0,0.0,
,,,,,,A015610,,,,存货位,135.0,90.0,160.0,可用,A,1.0,56.0,10.0,
,,,,,,A015620,,,,存货位,135.0,90.0,160.0,可用,A,1.0,56.0,20.0,
,,,,,,A015630,,,,存货位,135.0,90.0,120.0,可用,A,1.0,56.0,30.0,
,,,,,,A015640,,,,存货位,135.0,90.0,120.0,可用,A,1.0,56.0,40.0,
,,,,,,A015650,,,,存货位,135.0,90.0,120.0,可用,A,1.0,56.0,50.0,
,,,,,,A015700,,,,存货位,135.0,90.0,160.0,可用,A,1.0,57.0,0.0,
,,,,,,A015710,,,,存货位,135.0,90.0,160.0,可用,A,1.0,57.0,10.0,
,,,,,,A015720,,,,存货位,135.0,90.0,160.0,可用,A,1.0,57.0,20.0,
,,,,,,A015730,,,,存货位,135.0,90.0,120.0,可用,A,1.0,57.0,30.0,
,,,,,,A015740,,,,存货位,135.0,90.0,120.0,可用,A,1.0,57.0,40.0,
,,,,,,A015750,,,,存货位,135.0,90.0,120.0,可用,A,1.0,57.0,50.0,
,,,,,,A015800,,,,存货位,135.0,90.0,160.0,可用,A,1.0,58.0,0.0,
,,,,,,A015810,,,,存货位,135.0,90.0,160.0,可用,A,1.0,58.0,10.0,
,,,,,,A015820,,,,存货位,135.0,90.0,160.0,可用,A,1.0,58.0,20.0,
,,,,,,A015830,,,,存货位,135.0,90.0,120.0,可用,A,1.0,58.0,30.0,
,,,,,,A015840,,,,存货位,135.0,90.0,120.0,可用,A,1.0,58.0,40.0,
,,,,,,A015850,,,,存货位,135.0,90.0,120.0,可用,A,1.0,58.0,50.0,
,,,,,,A015900,,,,存货位,135.0,90.0,160.0,可用,A,1.0,59.0,0.0,
,,,,,,A015910,,,,存货位,135.0,90.0,160.0,可用,A,1.0,59.0,10.0,
,,,,,,A015920,,,,存货位,135.0,90.0,160.0,可用,A,1.0,59.0,20.0,
,,,,,,A015930,,,,存货位,135.0,90.0,120.0,可用,A,1.0,59.0,30.0,
,,,,,,A015940,,,,存货位,135.0,90.0,120.0,可用,A,1.0,59.0,40.0,
,,,,,,A015950,,,,存货位,135.0,90.0,120.0,可用,A,1.0,59.0,50.0,
,,,,,,A016000,,,,存货位,135.0,90.0,160.0,可用,A,1.0,60.0,0.0,
,,,,,,A016010,,,,存货位,135.0,90.0,160.0,可用,A,1.0,60.0,10.0,
,,,,,,A016020,,,,存货位,135.0,90.0,160.0,可用,A,1.0,60.0,20.0,
,,,,,,A016030,,,,存货位,135.0,90.0,120.0,可用,A,1.0,60.0,30.0,
,,,,,,A016040,,,,存货位,135.0,90.0,120.0,可用,A,1.0,60.0,40.0,
,,,,,,A016050,,,,存货位,135.0,90.0,120.0,可用,A,1.0,60.0,50.0,
,,,,,,A016100,,,,存货位,135.0,90.0,160.0,可用,A,1.0,61.0,0.0,
,,,,,,A016110,,,,存货位,135.0,90.0,160.0,可用,A,1.0,61.0,10.0,
,,,,,,A016120,,,,存货位,135.0,90.0,160.0,可用,A,1.0,61.0,20.0,
,,,,,,A016130,,,,存货位,135.0,90.0,120.0,可用,A,1.0,61.0,30.0,
,,,,,,A016140,,,,存货位,135.0,90.0,120.0,可用,A,1.0,61.0,40.0,
,,,,,,A016150,,,,存货位,135.0,90.0,120.0,可用,A,1.0,61.0,50.0,
,,,,,,A016200,,,,存货位,135.0,90.0,160.0,可用,A,1.0,62.0,0.0,
,,,,,,A016210,,,,存货位,135.0,90.0,160.0,可用,A,1.0,62.0,10.0,
,,,,,,A016220,,,,存货位,135.0,90.0,160.0,可用,A,1.0,62.0,20.0,
,,,,,,A016230,,,,存货位,135.0,90.0,120.0,可用,A,1.0,62.0,30.0,
,,,,,,A016240,,,,存货位,135.0,90.0,120.0,可用,A,1.0,62.0,40.0,
,,,,,,A016250,,,,存货位,135.0,90.0,120.0,可用,A,1.0,62.0,50.0,
,,,,,,A016300,,,,存货位,135.0,90.0,160.0,可用,A,1.0,63.0,0.0,
,,,,,,A016310,,,,存货位,135.0,90.0,160.0,可用,A,1.0,63.0,10.0,
,,,,,,A016320,,,,存货位,135.0,90.0,160.0,可用,A,1.0,63.0,20.0,
,,,,,,A016330,,,,存货位,135.0,90.0,120.0,可用,A,1.0,63.0,30.0,
,,,,,,A016340,,,,存货位,135.0,90.0,120.0,可用,A,1.0,63.0,40.0,
,,,,,,A016350,,,,存货位,135.0,90.0,120.0,可用,A,1.0,63.0,50.0,
,,,,,,A016400,,,,存货位,135.0,90.0,160.0,可用,A,1.0,64.0,0.0,
,,,,,,A016410,,,,存货位,135.0,90.0,160.0,可用,A,1.0,64.0,10.0,
,,,,,,A016420,,,,存货位,135.0,90.0,160.0,可用,A,1.0,64.0,20.0,
,,,,,,A016430,,,,存货位,135.0,90.0,120.0,可用,A,1.0,64.0,30.0,
,,,,,,A016440,,,,存货位,135.0,90.0,120.0,可用,A,1.0,64.0,40.0,
,,,,,,A016450,,,,存货位,135.0,90.0,120.0,可用,A,1.0,64.0,50.0,
,,,,,,A016500,,,,存货位,135.0,90.0,160.0,可用,A,1.0,65.0,0.0,
,,,,,,A016510,,,,存货位,135.0,90.0,160.0,可用,A,1.0,65.0,10.0,
,,,,,,A016520,,,,存货位,135.0,90.0,160.0,可用,A,1.0,65.0,20.0,
,,,,,,A016530,,,,存货位,135.0,90.0,120.0,可用,A,1.0,65.0,30.0,
,,,,,,A016540,,,,存货位,135.0,90.0,120.0,可用,A,1.0,65.0,40.0,
,,,,,,A016550,,,,存货位,135.0,90.0,120.0,可用,A,1.0,65.0,50.0,
,,,,,,A016600,,,,存货位,135.0,90.0,160.0,可用,A,1.0,66.0,0.0,
,,,,,,A016610,,,,存货位,135.0,90.0,160.0,可用,A,1.0,66.0,10.0,
,,,,,,A016620,,,,存货位,135.0,90.0,160.0,可用,A,1.0,66.0,20.0,
,,,,,,A016630,,,,存货位,135.0,90.0,120.0,可用,A,1.0,66.0,30.0,
,,,,,,A016640,,,,存货位,135.0,90.0,120.0,可用,A,1.0,66.0,40.0,
,,,,,,A016650,,,,存货位,135.0,90.0,120.0,可用,A,1.0,66.0,50.0,
,,,,,,A016700,,,,存货位,135.0,90.0,160.0,可用,A,1.0,67.0,0.0,
,,,,,,A016710,,,,存货位,135.0,90.0,160.0,可用,A,1.0,67.0,10.0,
,,,,,,A016720,,,,存货位,135.0,90.0,160.0,可用,A,1.0,67.0,20.0,
,,,,,,A016730,,,,存货位,135.0,90.0,120.0,可用,A,1.0,67.0,30.0,
,,,,,,A016740,,,,存货位,135.0,90.0,120.0,可用,A,1.0,67.0,40.0,
,,,,,,A016750,,,,存货位,135.0,90.0,120.0,可用,A,1.0,67.0,50.0,
,,,,,,A016800,,,,存货位,135.0,90.0,160.0,可用,A,1.0,68.0,0.0,
,,,,,,A016810,,,,存货位,135.0,90.0,160.0,可用,A,1.0,68.0,10.0,
,,,,,,A016820,,,,存货位,135.0,90.0,160.0,可用,A,1.0,68.0,20.0,
,,,,,,A016830,,,,存货位,135.0,90.0,120.0,可用,A,1.0,68.0,30.0,
,,,,,,A016840,,,,存货位,135.0,90.0,120.0,可用,A,1.0,68.0,40.0,
,,,,,,A016850,,,,存货位,135.0,90.0,120.0,可用,A,1.0,68.0,50.0,
,,,,,,A016900,,,,存货位,135.0,90.0,160.0,可用,A,1.0,69.0,0.0,
,,,,,,A016910,,,,存货位,135.0,90.0,160.0,可用,A,1.0,69.0,10.0,
,,,,,,A016920,,,,存货位,135.0,90.0,160.0,可用,A,1.0,69.0,20.0,
,,,,,,A016930,,,,存货位,135.0,90.0,120.0,可用,A,1.0,69.0,30.0,
,,,,,,A016940,,,,存货位,135.0,90.0,120.0,可用,A,1.0,69.0,40.0,
,,,,,,A016950,,,,存货位,135.0,90.0,120.0,可用,A,1.0,69.0,50.0,
,,,,,,A017000,,,,存货位,135.0,90.0,160.0,可用,A,1.0,70.0,0.0,
,,,,,,A017010,,,,存货位,135.0,90.0,160.0,可用,A,1.0,70.0,10.0,
,,,,,,A017020,,,,存货位,135.0,90.0,160.0,可用,A,1.0,70.0,20.0,
,,,,,,A017030,,,,存货位,135.0,90.0,120.0,可用,A,1.0,70.0,30.0,
,,,,,,A017040,,,,存货位,135.0,90.0,120.0,可用,A,1.0,70.0,40.0,
,,,,,,A017050,,,,存货位,135.0,90.0,120.0,可用,A,1.0,70.0,50.0,
,,,,,,A017100,,,,存货位,135.0,90.0,160.0,可用,A,1.0,71.0,0.0,
,,,,,,A017110,,,,存货位,135.0,90.0,160.0,可用,A,1.0,71.0,10.0,
,,,,,,A017120,,,,存货位,135.0,90.0,160.0,可用,A,1.0,71.0,20.0,
,,,,,,A017130,,,,存货位,135.0,90.0,120.0,可用,A,1.0,71.0,30.0,
,,,,,,A017140,,,,存货位,135.0,90.0,120.0,可用,A,1.0,71.0,40.0,
,,,,,,A017150,,,,存货位,135.0,90.0,120.0,可用,A,1.0,71.0,50.0,
,,,,,,A017200,,,,存货位,135.0,90.0,160.0,可用,A,1.0,72.0,0.0,
,,,,,,A017210,,,,存货位,135.0,90.0,160.0,可用,A,1.0,72.0,10.0,
,,,,,,A017220,,,,存货位,135.0,90.0,160.0,可用,A,1.0,72.0,20.0,
,,,,,,A017230,,,,存货位,135.0,90.0,120.0,可用,A,1.0,72.0,30.0,
,,,,,,A017240,,,,存货位,135.0,90.0,120.0,可用,A,1.0,72.0,40.0,
,,,,,,A017250,,,,存货位,135.0,90.0,120.0,可用,A,1.0,72.0,50.0,
,,,,,,A020100,,,,存货位,210.0,90.0,160.0,可用,A,2.0,1.0,0.0,
,,,,,,A020110,,,,存货位,210.0,90.0,160.0,可用,A,2.0,1.0,10.0,
,,,,,,A020120,,,,存货位,210.0,90.0,160.0,可用,A,2.0,1.0,20.0,
,,,,,,A020130,,,,存货位,210.0,90.0,120.0,可用,A,2.0,1.0,30.0,
,,,,,,A020140,,,,存货位,210.0,90.0,120.0,可用,A,2.0,1.0,40.0,
,,,,,,A020150,,,,存货位,210.0,90.0,120.0,可用,A,2.0,1.0,50.0,
,,,,,,A020200,,,,存货位,210.0,90.0,160.0,可用,A,2.0,2.0,0.0,
,,,,,,A020210,,,,存货位,210.0,90.0,160.0,可用,A,2.0,2.0,10.0,
,,,,,,A020220,,,,存货位,210.0,90.0,160.0,可用,A,2.0,2.0,20.0,
,,,,,,A020230,,,,存货位,210.0,90.0,120.0,可用,A,2.0,2.0,30.0,
,,,,,,A020240,,,,存货位,210.0,90.0,120.0,可用,A,2.0,2.0,40.0,
,,,,,,A020250,,,,存货位,210.0,90.0,120.0,可用,A,2.0,2.0,50.0,
,,,,,,A020300,,,,存货位,210.0,90.0,160.0,可用,A,2.0,3.0,0.0,
,,,,,,A020310,,,,存货位,210.0,90.0,160.0,可用,A,2.0,3.0,10.0,
,,,,,,A020320,,,,存货位,210.0,90.0,160.0,可用,A,2.0,3.0,20.0,
,,,,,,A020330,,,,存货位,210.0,90.0,120.0,可用,A,2.0,3.0,30.0,
,,,,,,A020340,,,,存货位,210.0,90.0,120.0,可用,A,2.0,3.0,40.0,
,,,,,,A020350,,,,存货位,210.0,90.0,120.0,可用,A,2.0,3.0,50.0,
,,,,,,A020400,,,,存货位,210.0,90.0,160.0,可用,A,2.0,4.0,0.0,
,,,,,,A020410,,,,存货位,210.0,90.0,160.0,可用,A,2.0,4.0,10.0,
,,,,,,A020420,,,,存货位,210.0,90.0,160.0,可用,A,2.0,4.0,20.0,
,,,,,,A020430,,,,存货位,210.0,90.0,120.0,可用,A,2.0,4.0,30.0,
,,,,,,A020440,,,,存货位,210.0,90.0,120.0,可用,A,2.0,4.0,40.0,
,,,,,,A020450,,,,存货位,210.0,90.0,120.0,可用,A,2.0,4.0,50.0,
,,,,,,A020500,,,,存货位,210.0,90.0,160.0,可用,A,2.0,5.0,0.0,
,,,,,,A020510,,,,存货位,210.0,90.0,160.0,可用,A,2.0,5.0,10.0,
,,,,,,A020520,,,,存货位,210.0,90.0,160.0,可用,A,2.0,5.0,20.0,
,,,,,,A020530,,,,存货位,210.0,90.0,120.0,可用,A,2.0,5.0,30.0,
,,,,,,A020540,,,,存货位,210.0,90.0,120.0,可用,A,2.0,5.0,40.0,
,,,,,,A020550,,,,存货位,210.0,90.0,120.0,可用,A,2.0,5.0,50.0,
,,,,,,A020600,,,,存货位,210.0,90.0,160.0,可用,A,2.0,6.0,0.0,
,,,,,,A020610,,,,存货位,210.0,90.0,160.0,可用,A,2.0,6.0,10.0,
,,,,,,A020620,,,,存货位,210.0,90.0,160.0,可用,A,2.0,6.0,20.0,
,,,,,,A020630,,,,存货位,210.0,90.0,120.0,可用,A,2.0,6.0,30.0,
,,,,,,A020640,,,,存货位,210.0,90.0,120.0,可用,A,2.0,6.0,40.0,
,,,,,,A020650,,,,存货位,210.0,90.0,120.0,可用,A,2.0,6.0,50.0,
,,,,,,A020700,,,,存货位,210.0,90.0,160.0,可用,A,2.0,7.0,0.0,
,,,,,,A020710,,,,存货位,210.0,90.0,160.0,可用,A,2.0,7.0,10.0,
,,,,,,A020720,,,,存货位,210.0,90.0,160.0,可用,A,2.0,7.0,20.0,
,,,,,,A020730,,,,存货位,210.0,90.0,120.0,可用,A,2.0,7.0,30.0,
,,,,,,A020740,,,,存货位,210.0,90.0,120.0,可用,A,2.0,7.0,40.0,
,,,,,,A020750,,,,存货位,210.0,90.0,120.0,可用,A,2.0,7.0,50.0,
,,,,,,A020800,,,,存货位,210.0,90.0,160.0,可用,A,2.0,8.0,0.0,
,,,,,,A020810,,,,存货位,210.0,90.0,160.0,可用,A,2.0,8.0,10.0,
,,,,,,A020820,,,,存货位,210.0,90.0,160.0,可用,A,2.0,8.0,20.0,
,,,,,,A020830,,,,存货位,210.0,90.0,120.0,可用,A,2.0,8.0,30.0,
,,,,,,A020840,,,,存货位,210.0,90.0,120.0,可用,A,2.0,8.0,40.0,
,,,,,,A020850,,,,存货位,210.0,90.0,120.0,可用,A,2.0,8.0,50.0,
,,,,,,A020900,,,,存货位,210.0,90.0,160.0,可用,A,2.0,9.0,0.0,
,,,,,,A020910,,,,存货位,210.0,90.0,160.0,可用,A,2.0,9.0,10.0,
,,,,,,A020920,,,,存货位,210.0,90.0,160.0,可用,A,2.0,9.0,20.0,
,,,,,,A020930,,,,存货位,210.0,90.0,120.0,可用,A,2.0,9.0,30.0,
,,,,,,A020940,,,,存货位,210.0,90.0,120.0,可用,A,2.0,9.0,40.0,
,,,,,,A020950,,,,存货位,210.0,90.0,120.0,可用,A,2.0,9.0,50.0,
,,,,,,A021000,,,,存货位,210.0,90.0,160.0,可用,A,2.0,10.0,0.0,
,,,,,,A021010,,,,存货位,210.0,90.0,160.0,可用,A,2.0,10.0,10.0,
,,,,,,A021020,,,,存货位,210.0,90.0,160.0,可用,A,2.0,10.0,20.0,
,,,,,,A021030,,,,存货位,210.0,90.0,120.0,可用,A,2.0,10.0,30.0,
,,,,,,A021040,,,,存货位,210.0,90.0,120.0,可用,A,2.0,10.0,40.0,
,,,,,,A021050,,,,存货位,210.0,90.0,120.0,可用,A,2.0,10.0,50.0,
,,,,,,A021100,,,,存货位,210.0,90.0,160.0,可用,A,2.0,11.0,0.0,
,,,,,,A021110,,,,存货位,210.0,90.0,160.0,可用,A,2.0,11.0,10.0,
,,,,,,A021120,,,,存货位,210.0,90.0,160.0,可用,A,2.0,11.0,20.0,
,,,,,,A021130,,,,存货位,210.0,90.0,120.0,可用,A,2.0,11.0,30.0,
,,,,,,A021140,,,,存货位,210.0,90.0,120.0,可用,A,2.0,11.0,40.0,
,,,,,,A021150,,,,存货位,210.0,90.0,120.0,可用,A,2.0,11.0,50.0,
,,,,,,A021200,,,,存货位,210.0,90.0,160.0,可用,A,2.0,12.0,0.0,
,,,,,,A021210,,,,存货位,210.0,90.0,160.0,可用,A,2.0,12.0,10.0,
,,,,,,A021220,,,,存货位,210.0,90.0,160.0,可用,A,2.0,12.0,20.0,
,,,,,,A021230,,,,存货位,210.0,90.0,120.0,可用,A,2.0,12.0,30.0,
,,,,,,A021240,,,,存货位,210.0,90.0,120.0,可用,A,2.0,12.0,40.0,
,,,,,,A021250,,,,存货位,210.0,90.0,120.0,可用,A,2.0,12.0,50.0,
,,,,,,A021300,,,,存货位,210.0,90.0,160.0,可用,A,2.0,13.0,0.0,
,,,,,,A021310,,,,存货位,210.0,90.0,160.0,可用,A,2.0,13.0,10.0,
,,,,,,A021320,,,,存货位,210.0,90.0,160.0,可用,A,2.0,13.0,20.0,
,,,,,,A021330,,,,存货位,210.0,90.0,120.0,可用,A,2.0,13.0,30.0,
,,,,,,A021340,,,,存货位,210.0,90.0,120.0,可用,A,2.0,13.0,40.0,
,,,,,,A021350,,,,存货位,210.0,90.0,120.0,可用,A,2.0,13.0,50.0,
,,,,,,A021400,,,,存货位,210.0,90.0,160.0,可用,A,2.0,14.0,0.0,
,,,,,,A021410,,,,存货位,210.0,90.0,160.0,可用,A,2.0,14.0,10.0,
,,,,,,A021420,,,,存货位,210.0,90.0,160.0,可用,A,2.0,14.0,20.0,
,,,,,,A021430,,,,存货位,210.0,90.0,120.0,可用,A,2.0,14.0,30.0,
,,,,,,A021440,,,,存货位,210.0,90.0,120.0,可用,A,2.0,14.0,40.0,
,,,,,,A021450,,,,存货位,210.0,90.0,120.0,可用,A,2.0,14.0,50.0,
,,,,,,A021500,,,,存货位,210.0,90.0,160.0,可用,A,2.0,15.0,0.0,
,,,,,,A021510,,,,存货位,210.0,90.0,160.0,可用,A,2.0,15.0,10.0,
,,,,,,A021520,,,,存货位,210.0,90.0,160.0,可用,A,2.0,15.0,20.0,
,,,,,,A021530,,,,存货位,210.0,90.0,120.0,可用,A,2.0,15.0,30.0,
,,,,,,A021540,,,,存货位,210.0,90.0,120.0,可用,A,2.0,15.0,40.0,
,,,,,,A021550,,,,存货位,210.0,90.0,120.0,可用,A,2.0,15.0,50.0,
,,,,,,A021600,,,,存货位,210.0,90.0,160.0,可用,A,2.0,16.0,0.0,
,,,,,,A021610,,,,存货位,210.0,90.0,160.0,可用,A,2.0,16.0,10.0,
,,,,,,A021620,,,,存货位,210.0,90.0,160.0,可用,A,2.0,16.0,20.0,
,,,,,,A021630,,,,存货位,210.0,90.0,120.0,可用,A,2.0,16.0,30.0,
,,,,,,A021640,,,,存货位,210.0,90.0,120.0,可用,A,2.0,16.0,40.0,
,,,,,,A021650,,,,存货位,210.0,90.0,120.0,可用,A,2.0,16.0,50.0,
,,,,,,A021700,,,,存货位,210.0,90.0,160.0,可用,A,2.0,17.0,0.0,
,,,,,,A021710,,,,存货位,210.0,90.0,160.0,可用,A,2.0,17.0,10.0,
,,,,,,A021720,,,,存货位,210.0,90.0,160.0,可用,A,2.0,17.0,20.0,
,,,,,,A021730,,,,存货位,210.0,90.0,120.0,可用,A,2.0,17.0,30.0,
,,,,,,A021740,,,,存货位,210.0,90.0,120.0,可用,A,2.0,17.0,40.0,
,,,,,,A021750,,,,存货位,210.0,90.0,120.0,可用,A,2.0,17.0,50.0,
,,,,,,A021800,,,,存货位,210.0,90.0,160.0,可用,A,2.0,18.0,0.0,
,,,,,,A021810,,,,存货位,210.0,90.0,160.0,可用,A,2.0,18.0,10.0,
,,,,,,A021820,,,,存货位,210.0,90.0,160.0,可用,A,2.0,18.0,20.0,
,,,,,,A021830,,,,存货位,210.0,90.0,120.0,可用,A,2.0,18.0,30.0,
,,,,,,A021840,,,,存货位,210.0,90.0,120.0,可用,A,2.0,18.0,40.0,
,,,,,,A021850,,,,存货位,210.0,90.0,120.0,可用,A,2.0,18.0,50.0,
,,,,,,A021900,,,,存货位,210.0,90.0,160.0,可用,A,2.0,19.0,0.0,
,,,,,,A021910,,,,存货位,210.0,90.0,160.0,可用,A,2.0,19.0,10.0,
,,,,,,A021920,,,,存货位,210.0,90.0,160.0,可用,A,2.0,19.0,20.0,
,,,,,,A021930,,,,存货位,210.0,90.0,120.0,可用,A,2.0,19.0,30.0,
,,,,,,A021940,,,,存货位,210.0,90.0,120.0,可用,A,2.0,19.0,40.0,
,,,,,,A021950,,,,存货位,210.0,90.0,120.0,可用,A,2.0,19.0,50.0,
,,,,,,A022000,,,,存货位,210.0,90.0,160.0,可用,A,2.0,20.0,0.0,
,,,,,,A022010,,,,存货位,210.0,90.0,160.0,可用,A,2.0,20.0,10.0,
,,,,,,A022020,,,,存货位,210.0,90.0,160.0,可用,A,2.0,20.0,20.0,
,,,,,,A022030,,,,存货位,210.0,90.0,120.0,可用,A,2.0,20.0,30.0,
,,,,,,A022040,,,,存货位,210.0,90.0,120.0,可用,A,2.0,20.0,40.0,
,,,,,,A022050,,,,存货位,210.0,90.0,120.0,可用,A,2.0,20.0,50.0,
,,,,,,A022100,,,,存货位,210.0,90.0,160.0,可用,A,2.0,21.0,0.0,
,,,,,,A022110,,,,存货位,210.0,90.0,160.0,可用,A,2.0,21.0,10.0,
,,,,,,A022120,,,,存货位,210.0,90.0,160.0,可用,A,2.0,21.0,20.0,
,,,,,,A022130,,,,存货位,210.0,90.0,120.0,可用,A,2.0,21.0,30.0,
,,,,,,A022140,,,,存货位,210.0,90.0,120.0,可用,A,2.0,21.0,40.0,
,,,,,,A022150,,,,存货位,210.0,90.0,120.0,可用,A,2.0,21.0,50.0,
,,,,,,A022200,,,,存货位,210.0,90.0,160.0,可用,A,2.0,22.0,0.0,
,,,,,,A022210,,,,存货位,210.0,90.0,160.0,可用,A,2.0,22.0,10.0,
,,,,,,A022220,,,,存货位,210.0,90.0,160.0,可用,A,2.0,22.0,20.0,
,,,,,,A022230,,,,存货位,210.0,90.0,120.0,可用,A,2.0,22.0,30.0,
,,,,,,A022240,,,,存货位,210.0,90.0,120.0,可用,A,2.0,22.0,40.0,
,,,,,,A022250,,,,存货位,210.0,90.0,120.0,可用,A,2.0,22.0,50.0,
,,,,,,A022300,,,,存货位,210.0,90.0,160.0,可用,A,2.0,23.0,0.0,
,,,,,,A022310,,,,存货位,210.0,90.0,160.0,可用,A,2.0,23.0,10.0,
,,,,,,A022320,,,,存货位,210.0,90.0,160.0,可用,A,2.0,23.0,20.0,
,,,,,,A022330,,,,存货位,210.0,90.0,120.0,可用,A,2.0,23.0,30.0,
,,,,,,A022340,,,,存货位,210.0,90.0,120.0,可用,A,2.0,23.0,40.0,
,,,,,,A022350,,,,存货位,210.0,90.0,120.0,可用,A,2.0,23.0,50.0,
,,,,,,A022400,,,,存货位,210.0,90.0,160.0,可用,A,2.0,24.0,0.0,
,,,,,,A022410,,,,存货位,210.0,90.0,160.0,可用,A,2.0,24.0,10.0,
,,,,,,A022420,,,,存货位,210.0,90.0,160.0,可用,A,2.0,24.0,20.0,
,,,,,,A022430,,,,存货位,210.0,90.0,120.0,可用,A,2.0,24.0,30.0,
,,,,,,A022440,,,,存货位,210.0,90.0,120.0,可用,A,2.0,24.0,40.0,
,,,,,,A022450,,,,存货位,210.0,90.0,120.0,可用,A,2.0,24.0,50.0,
,,,,,,A022500,,,,存货位,210.0,90.0,160.0,可用,A,2.0,25.0,0.0,
,,,,,,A022510,,,,存货位,210.0,90.0,160.0,可用,A,2.0,25.0,10.0,
,,,,,,A022520,,,,存货位,210.0,90.0,160.0,可用,A,2.0,25.0,20.0,
,,,,,,A022530,,,,存货位,210.0,90.0,120.0,可用,A,2.0,25.0,30.0,
,,,,,,A022540,,,,存货位,210.0,90.0,120.0,可用,A,2.0,25.0,40.0,
,,,,,,A022550,,,,存货位,210.0,90.0,120.0,可用,A,2.0,25.0,50.0,
,,,,,,A022600,,,,存货位,210.0,90.0,160.0,可用,A,2.0,26.0,0.0,
,,,,,,A022610,,,,存货位,210.0,90.0,160.0,可用,A,2.0,26.0,10.0,
,,,,,,A022620,,,,存货位,210.0,90.0,160.0,可用,A,2.0,26.0,20.0,
,,,,,,A022630,,,,存货位,210.0,90.0,120.0,可用,A,2.0,26.0,30.0,
,,,,,,A022640,,,,存货位,210.0,90.0,120.0,可用,A,2.0,26.0,40.0,
,,,,,,A022650,,,,存货位,210.0,90.0,120.0,可用,A,2.0,26.0,50.0,
